VIVIENDA_REF_ID,RADIO_REF_ID,TIPVV,V01,URP,DPTO,PROV,HOGAR_REF_ID,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,PROP,TOTPERS,AGLOMERADO,PERSONA_REF_ID,P01,P02,P03,P05,P06,P07,P12,P08,P09,P10,CONDACT,IX_TOT_
6028264,19500,1,1.0,1,6532,6,5321684,1,2.0,1,1,1.0,1,1,1,1.0,1.0,2,3,1,2,0,16546027,1,2,66,1,0,1,2,2,2,1,3,2
6028264,19500,1,1.0,1,6532,6,5321684,1,2.0,1,1,1.0,1,1,1,1.0,1.0,2,3,1,2,0,16546028,3,2,39,1,0,2,2,2,9,0,1,2
6028438,19500,1,1.0,1,6532,6,5321865,2,4.0,1,1,1.0,1,1,1,1.0,2.0,2,3,3,3,0,16546591,1,1,24,1,0,1,1,1,4,2,1,3
6028438,19500,1,1.0,1,6532,6,5321865,2,4.0,1,1,1.0,1,1,1,1.0,2.0,2,3,3,3,0,16546592,2,2,25,1,0,1,2,2,4,2,1,3
6028438,19500,1,1.0,1,6532,6,5321865,2,4.0,1,1,1.0,1,1,1,1.0,2.0,2,3,3,3,0,16546593,3,1,6,1,0,2,1,1,1,0,0,3
6028448,19500,1,1.0,1,6532,6,5321874,1,2.0,1,1,1.0,1,1,1,1.0,1.0,3,4,1,5,0,16546617,1,1,64,1,0,1,2,2,2,1,3,5
6028448,19500,1,1.0,1,6532,6,5321874,1,2.0,1,1,1.0,1,1,1,1.0,1.0,3,4,1,5,0,16546618,2,2,54,1,0,1,2,2,2,1,1,5
6028448,19500,1,1.0,1,6532,6,5321874,1,2.0,1,1,1.0,1,1,1,1.0,1.0,3,4,1,5,0,16546619,3,2,27,1,0,1,1,2,4,1,1,5
6028448,19500,1,1.0,1,6532,6,5321874,1,2.0,1,1,1.0,1,1,1,1.0,1.0,3,4,1,5,0,16546620,3,2,23,1,0,1,1,2,4,1,1,5
6028448,19500,1,1.0,1,6532,6,5321874,1,2.0,1,1,1.0,1,1,1,1.0,1.0,3,4,1,5,0,16546621,5,1,4,1,0,2,2,1,1,0,0,5
6028453,19500,1,1.0,1,6532,6,5321879,1,2.0,1,1,1.0,1,1,1,1.0,1.0,4,5,1,3,0,16546634,1,1,57,1,0,1,2,2,2,1,3,3
6028453,19500,1,1.0,1,6532,6,5321879,1,2.0,1,1,1.0,1,1,1,1.0,1.0,4,5,1,3,0,16546635,6,2,84,1,0,1,2,2,2,2,3,3
6028453,19500,1,1.0,1,6532,6,5321879,1,2.0,1,1,1.0,1,1,1,1.0,1.0,4,5,1,3,0,16546636,7,2,60,1,0,2,2,2,9,0,3,3
6028484,19500,1,1.0,1,6532,6,5321914,1,5.0,1,1,1.0,1,1,1,1.0,2.0,2,3,1,4,0,16546755,1,1,70,1,0,1,2,2,2,2,1,4
6028484,19500,1,1.0,1,6532,6,5321914,1,5.0,1,1,1.0,1,1,1,1.0,2.0,2,3,1,4,0,16546756,2,2,65,1,0,1,2,3,0,0,1,4
6028484,19500,1,1.0,1,6532,6,5321914,1,5.0,1,1,1.0,1,1,1,1.0,2.0,2,3,1,4,0,16546757,3,1,31,1,0,1,2,2,2,2,1,4
6028484,19500,1,1.0,1,6532,6,5321914,1,5.0,1,1,1.0,1,1,1,1.0,2.0,2,3,1,4,0,16546758,3,2,15,1,0,1,2,2,2,2,1,4
6028487,19500,1,1.0,1,6532,6,5321917,1,2.0,1,1,1.0,1,1,1,1.0,2.0,2,2,3,4,0,16546771,1,2,47,1,0,1,2,2,4,2,1,4
6028487,19500,1,1.0,1,6532,6,5321917,1,2.0,1,1,1.0,1,1,1,1.0,2.0,2,2,3,4,0,16546772,3,1,20,1,0,1,1,2,5,2,1,4
6028487,19500,1,1.0,1,6532,6,5321917,1,2.0,1,1,1.0,1,1,1,1.0,2.0,2,2,3,4,0,16546773,3,2,18,1,0,1,1,1,5,2,1,4
6028487,19500,1,1.0,1,6532,6,5321917,1,2.0,1,1,1.0,1,1,1,1.0,2.0,2,2,3,4,0,16546774,3,1,10,1,0,1,1,1,2,2,0,4
6028507,19500,1,1.0,1,6532,6,5321937,1,1.0,1,1,1.0,1,1,1,1.0,1.0,2,4,3,4,0,16546850,1,1,32,1,0,1,1,2,2,1,1,4
6028507,19500,1,1.0,1,6532,6,5321937,1,1.0,1,1,1.0,1,1,1,1.0,1.0,2,4,3,4,0,16546851,2,2,44,1,0,1,1,2,6,1,1,4
6028507,19500,1,1.0,1,6532,6,5321937,1,1.0,1,1,1.0,1,1,1,1.0,1.0,2,4,3,4,0,16546852,3,2,8,1,0,1,1,2,2,2,0,4
6028507,19500,1,1.0,1,6532,6,5321937,1,1.0,1,1,1.0,1,1,1,1.0,1.0,2,4,3,4,0,16546853,3,2,4,1,0,2,2,1,1,0,0,4
6028586,19500,1,1.0,1,6532,6,5322019,1,5.0,1,1,1.0,1,1,1,1.0,1.0,2,2,1,6,0,16547145,1,1,50,1,0,1,2,2,2,2,1,6
6028586,19500,1,1.0,1,6532,6,5322019,1,5.0,1,1,1.0,1,1,1,1.0,1.0,2,2,1,6,0,16547146,3,2,24,1,0,1,1,1,7,2,1,6
6028586,19500,1,1.0,1,6532,6,5322019,1,5.0,1,1,1.0,1,1,1,1.0,1.0,2,2,1,6,0,16547147,3,2,19,1,0,1,1,2,3,1,2,6
6028586,19500,1,1.0,1,6532,6,5322019,1,5.0,1,1,1.0,1,1,1,1.0,1.0,2,2,1,6,0,16547148,3,2,13,1,0,1,1,1,3,2,0,6
6028586,19500,1,1.0,1,6532,6,5322019,1,5.0,1,1,1.0,1,1,1,1.0,1.0,2,2,1,6,0,16547149,3,1,12,1,0,1,1,1,3,2,0,6
6028586,19500,1,1.0,1,6532,6,5322019,1,5.0,1,1,1.0,1,1,1,1.0,1.0,2,2,1,6,0,16547150,3,2,10,1,0,1,1,1,3,2,0,6
6028587,19500,1,1.0,1,6532,6,5322020,1,5.0,1,1,1.0,1,1,1,1.0,1.0,2,3,6,1,0,16547151,1,2,60,1,0,1,1,2,4,1,1,1
6028588,19500,1,1.0,1,6532,6,5322021,1,5.0,1,1,1.0,1,1,1,1.0,1.0,2,2,1,5,0,16547152,1,1,48,1,0,1,2,2,2,1,3,5
6028588,19500,1,1.0,1,6532,6,5322021,1,5.0,1,1,1.0,1,1,1,1.0,1.0,2,2,1,5,0,16547153,2,2,44,1,0,1,2,2,2,1,1,5
6028588,19500,1,1.0,1,6532,6,5322021,1,5.0,1,1,1.0,1,1,1,1.0,1.0,2,2,1,5,0,16547154,3,2,21,1,0,1,1,1,7,2,3,5
6028588,19500,1,1.0,1,6532,6,5322021,1,5.0,1,1,1.0,1,1,1,1.0,1.0,2,2,1,5,0,16547155,3,1,12,1,0,1,1,1,4,2,0,5
6028588,19500,1,1.0,1,6532,6,5322021,1,5.0,1,1,1.0,1,1,1,1.0,1.0,2,2,1,5,0,16547156,3,1,6,1,0,1,1,1,3,2,0,5
6028614,19500,1,1.0,1,6532,6,5322046,1,5.0,1,1,1.0,1,1,1,2.0,2.0,2,2,1,3,0,16547248,1,1,55,1,0,1,2,2,2,2,1,3
6028614,19500,1,1.0,1,6532,6,5322046,1,5.0,1,1,1.0,1,1,1,2.0,2.0,2,2,1,3,0,16547249,2,2,49,1,0,1,2,2,2,1,3,3
6028614,19500,1,1.0,1,6532,6,5322046,1,5.0,1,1,1.0,1,1,1,2.0,2.0,2,2,1,3,0,16547250,5,1,14,1,0,1,1,1,3,2,3,3
6028616,19500,1,1.0,1,6532,6,5322048,1,1.0,1,1,1.0,1,1,1,1.0,1.0,4,7,1,1,0,16547256,1,2,53,1,0,1,1,2,6,1,1,1
6028650,19500,1,1.0,1,6532,6,5322083,1,4.0,1,1,1.0,1,1,1,1.0,1.0,2,4,1,5,0,16547347,1,1,43,1,0,1,1,2,4,1,1,5
6028650,19500,1,1.0,1,6532,6,5322083,1,4.0,1,1,1.0,1,1,1,1.0,1.0,2,4,1,5,0,16547348,2,2,40,1,0,1,1,2,4,1,1,5
6028650,19500,1,1.0,1,6532,6,5322083,1,4.0,1,1,1.0,1,1,1,1.0,1.0,2,4,1,5,0,16547349,3,1,14,1,0,1,1,1,4,2,3,5
6028650,19500,1,1.0,1,6532,6,5322083,1,4.0,1,1,1.0,1,1,1,1.0,1.0,2,4,1,5,0,16547350,3,1,11,1,0,1,1,1,2,2,0,5
6028650,19500,1,1.0,1,6532,6,5322083,1,4.0,1,1,1.0,1,1,1,1.0,1.0,2,4,1,5,0,16547351,3,1,9,1,0,1,1,1,2,2,0,5
6028131,19500,1,1.0,1,6532,6,5321560,1,2.0,1,1,1.0,1,1,1,1.0,1.0,2,4,1,2,0,16545670,1,1,91,1,0,1,2,2,2,1,3,2
6028131,19500,1,1.0,1,6532,6,5321560,1,2.0,1,1,1.0,1,1,1,1.0,1.0,2,4,1,2,0,16545671,2,2,87,1,0,1,1,2,2,1,3,2
6028146,19500,1,1.0,1,6532,6,5321576,1,4.0,1,1,1.0,1,1,1,1.0,2.0,1,2,3,2,0,16545715,1,1,60,1,0,1,1,2,2,1,3,2
6028146,19500,1,1.0,1,6532,6,5321576,1,4.0,1,1,1.0,1,1,1,1.0,2.0,1,2,3,2,0,16545716,2,2,72,1,0,1,1,2,2,1,3,2
6028188,19500,1,1.0,1,6532,6,5321618,1,2.0,1,1,1.0,1,1,1,1.0,1.0,3,4,1,2,0,16545841,1,2,50,1,0,1,1,2,7,1,1,2
6028188,19500,1,1.0,1,6532,6,5321618,1,2.0,1,1,1.0,1,1,1,1.0,1.0,3,4,1,2,0,16545842,3,2,11,1,0,1,1,1,2,2,0,2
6028284,19500,1,1.0,1,6532,6,5321703,2,4.0,1,1,1.0,1,1,2,1.0,2.0,1,3,4,3,0,16546080,1,1,33,1,0,1,1,2,7,1,1,3
6028284,19500,1,1.0,1,6532,6,5321703,2,4.0,1,1,1.0,1,1,2,1.0,2.0,1,3,4,3,0,16546081,2,2,30,1,0,1,1,1,6,2,1,3
6028284,19500,1,1.0,1,6532,6,5321703,2,4.0,1,1,1.0,1,1,2,1.0,2.0,1,3,4,3,0,16546082,3,2,5,1,0,1,1,1,1,0,0,3
6028311,19500,1,1.0,1,6532,6,5321731,1,2.0,1,1,1.0,1,1,1,1.0,1.0,2,3,1,2,0,16546175,1,1,84,1,0,1,2,3,0,0,3,2
6028311,19500,1,1.0,1,6532,6,5321731,1,2.0,1,1,1.0,1,1,1,1.0,1.0,2,3,1,2,0,16546176,2,2,85,1,0,1,2,2,2,1,3,2
6028316,19500,1,1.0,1,6532,6,5321736,1,1.0,1,1,1.0,1,1,1,1.0,1.0,3,6,1,1,0,16546197,1,2,56,1,0,1,1,2,6,1,1,1
6028331,19500,1,1.0,1,6532,6,5321750,1,2.0,1,1,1.0,1,1,1,1.0,1.0,1,2,1,4,0,16546238,1,1,52,1,0,1,1,2,6,1,1,4
6028331,19500,1,1.0,1,6532,6,5321750,1,2.0,1,1,1.0,1,1,1,1.0,1.0,1,2,1,4,0,16546239,2,2,49,1,0,1,1,2,7,1,1,4
6028331,19500,1,1.0,1,6532,6,5321750,1,2.0,1,1,1.0,1,1,1,1.0,1.0,1,2,1,4,0,16546240,3,1,28,1,0,1,1,2,7,1,1,4
6028331,19500,1,1.0,1,6532,6,5321750,1,2.0,1,1,1.0,1,1,1,1.0,1.0,1,2,1,4,0,16546241,3,2,30,1,0,1,1,1,7,2,1,4
6028388,19500,1,1.0,1,6532,6,5321811,1,4.0,1,1,1.0,1,1,1,1.0,1.0,2,4,1,2,0,16546438,1,1,60,1,0,1,2,2,2,2,1,2
6028388,19500,1,1.0,1,6532,6,5321811,1,4.0,1,1,1.0,1,1,1,1.0,1.0,2,4,1,2,0,16546439,2,2,64,1,0,1,2,2,2,2,1,2
6028417,19500,1,1.0,1,6532,6,5321842,1,2.0,1,1,1.0,1,1,1,1.0,2.0,2,3,1,2,0,16546520,1,2,62,1,0,1,2,2,2,1,3,2
6028417,19500,1,1.0,1,6532,6,5321842,1,2.0,1,1,1.0,1,1,1,1.0,2.0,2,3,1,2,0,16546521,5,2,7,1,0,1,2,1,2,2,0,2
6028462,19500,1,1.0,1,6532,6,5321887,1,5.0,1,1,1.0,1,1,1,1.0,1.0,3,5,1,4,0,16546667,1,2,48,1,0,1,1,2,7,1,1,4
6028462,19500,1,1.0,1,6532,6,5321887,1,5.0,1,1,1.0,1,1,1,1.0,1.0,3,5,1,4,0,16546668,6,2,85,1,0,1,1,2,4,1,3,4
6028462,19500,1,1.0,1,6532,6,5321887,1,5.0,1,1,1.0,1,1,1,1.0,1.0,3,5,1,4,0,16546669,3,1,12,1,0,1,1,1,4,2,0,4
6028462,19500,1,1.0,1,6532,6,5321887,1,5.0,1,1,1.0,1,1,1,1.0,1.0,3,5,1,4,0,16546670,3,2,5,1,0,2,1,1,1,0,0,4
6028488,19500,1,1.0,1,6532,6,5321918,1,5.0,1,1,1.0,1,1,1,1.0,1.0,2,3,1,5,0,16546775,1,2,62,1,0,1,2,2,2,1,3,5
6028488,19500,1,1.0,1,6532,6,5321918,1,5.0,1,1,1.0,1,1,1,1.0,1.0,2,3,1,5,0,16546776,3,2,35,1,0,1,1,2,4,2,3,5
6028488,19500,1,1.0,1,6532,6,5321918,1,5.0,1,1,1.0,1,1,1,1.0,1.0,2,3,1,5,0,16546777,4,1,31,1,0,1,1,2,4,1,1,5
6028488,19500,1,1.0,1,6532,6,5321918,1,5.0,1,1,1.0,1,1,1,1.0,1.0,2,3,1,5,0,16546778,5,2,2,1,0,2,0,0,0,0,0,5
6028488,19500,1,1.0,1,6532,6,5321918,1,5.0,1,1,1.0,1,1,1,1.0,1.0,2,3,1,5,0,16546779,5,2,0,1,0,2,0,0,0,0,0,5
6028531,19500,1,1.0,1,6532,6,5321960,1,5.0,1,1,1.0,1,1,1,1.0,1.0,4,4,1,5,0,16546919,1,2,61,1,0,1,2,2,4,2,3,5
6028531,19500,1,1.0,1,6532,6,5321960,1,5.0,1,1,1.0,1,1,1,1.0,1.0,4,4,1,5,0,16546920,3,1,35,1,0,1,2,2,4,1,1,5
6028531,19500,1,1.0,1,6532,6,5321960,1,5.0,1,1,1.0,1,1,1,1.0,1.0,4,4,1,5,0,16546921,3,1,30,1,0,1,2,2,4,1,1,5
6028531,19500,1,1.0,1,6532,6,5321960,1,5.0,1,1,1.0,1,1,1,1.0,1.0,4,4,1,5,0,16546922,3,1,24,1,0,1,2,2,4,1,1,5
6028531,19500,1,1.0,1,6532,6,5321960,1,5.0,1,1,1.0,1,1,1,1.0,1.0,4,4,1,5,0,16546923,5,1,5,1,0,2,2,1,1,0,0,5
6028537,19500,1,1.0,1,6532,6,5321967,1,5.0,1,1,1.0,1,1,1,1.0,1.0,3,4,4,2,0,16546941,1,2,44,1,0,1,2,2,4,2,1,2
6028537,19500,1,1.0,1,6532,6,5321967,1,5.0,1,1,1.0,1,1,1,1.0,1.0,3,4,4,2,0,16546942,3,2,22,1,0,1,1,1,7,2,1,2
6028631,19500,1,1.0,1,6532,6,5322062,1,4.0,2,1,1.0,1,1,1,1.0,2.0,1,1,3,1,0,16547287,1,1,45,1,0,1,2,2,2,1,1,1
6028122,19500,1,1.0,1,6532,6,5321551,1,2.0,1,1,1.0,1,1,1,1.0,1.0,1,2,6,3,0,16545650,1,1,68,1,0,1,1,2,2,1,1,3
6028122,19500,1,1.0,1,6532,6,5321551,1,2.0,1,1,1.0,1,1,1,1.0,1.0,1,2,6,3,0,16545651,2,2,52,1,0,1,2,2,2,1,3,3
6028122,19500,1,1.0,1,6532,6,5321551,1,2.0,1,1,1.0,1,1,1,1.0,1.0,1,2,6,3,0,16545652,3,1,18,1,0,1,1,2,4,2,1,3
6028178,19500,1,1.0,1,6532,6,5321608,1,4.0,1,1,2.0,1,1,1,1.0,2.0,2,3,4,3,0,16545809,1,1,31,1,0,1,1,2,4,1,1,3
6028178,19500,1,1.0,1,6532,6,5321608,1,4.0,1,1,2.0,1,1,1,1.0,2.0,2,3,4,3,0,16545810,2,2,33,1,0,1,1,2,4,2,3,3
6028178,19500,1,1.0,1,6532,6,5321608,1,4.0,1,1,2.0,1,1,1,1.0,2.0,2,3,4,3,0,16545811,3,1,8,1,0,1,1,1,2,2,0,3
6028271,19500,1,1.0,1,6532,6,5321693,1,2.0,2,1,1.0,1,1,1,1.0,1.0,2,3,1,1,0,16546055,1,2,54,1,0,1,2,2,4,2,1,1
6028341,19500,1,1.0,1,6532,6,5321760,1,4.0,1,1,2.0,1,1,2,1.0,2.0,2,4,3,5,0,16546272,1,2,37,1,0,1,1,2,7,2,1,5
6028341,19500,1,1.0,1,6532,6,5321760,1,4.0,1,1,2.0,1,1,2,1.0,2.0,2,4,3,5,0,16546273,2,1,52,1,0,1,1,2,7,1,1,5
6028341,19500,1,1.0,1,6532,6,5321760,1,4.0,1,1,2.0,1,1,2,1.0,2.0,2,4,3,5,0,16546274,3,2,12,1,0,1,1,1,2,2,0,5
6028341,19500,1,1.0,1,6532,6,5321760,1,4.0,1,1,2.0,1,1,2,1.0,2.0,2,4,3,5,0,16546275,3,1,15,1,0,1,1,1,4,2,3,5
6028341,19500,1,1.0,1,6532,6,5321760,1,4.0,1,1,2.0,1,1,2,1.0,2.0,2,4,3,5,0,16546276,3,1,9,1,0,1,1,1,2,2,0,5
6028391,19500,1,1.0,1,6532,6,5321814,1,2.0,1,1,1.0,1,1,1,1.0,1.0,3,6,1,2,0,16546447,1,1,70,1,0,1,2,2,2,1,3,2
6028391,19500,1,1.0,1,6532,6,5321814,1,2.0,1,1,1.0,1,1,1,1.0,1.0,3,6,1,2,0,16546448,2,2,77,1,0,1,2,2,4,1,3,2
6028391,19500,1,1.0,1,6532,6,5321815,1,2.0,1,1,1.0,1,1,1,1.0,1.0,3,6,1,4,0,16546449,1,1,43,1,0,1,1,2,2,1,1,4
6028391,19500,1,1.0,1,6532,6,5321815,1,2.0,1,1,1.0,1,1,1,1.0,1.0,3,6,1,4,0,16546450,2,2,45,1,0,1,1,2,6,1,1,4
6028391,19500,1,1.0,1,6532,6,5321815,1,2.0,1,1,1.0,1,1,1,1.0,1.0,3,6,1,4,0,16546451,3,2,20,1,0,1,1,1,7,2,3,4
6028391,19500,1,1.0,1,6532,6,5321815,1,2.0,1,1,1.0,1,1,1,1.0,1.0,3,6,1,4,0,16546452,3,2,7,1,0,1,1,1,2,2,0,4
6028428,19500,1,1.0,1,6532,6,5321854,1,2.0,1,1,1.0,1,1,1,1.0,1.0,3,3,5,2,0,16546559,1,1,57,1,0,1,2,2,4,1,1,2
6028428,19500,1,1.0,1,6532,6,5321854,1,2.0,1,1,1.0,1,1,1,1.0,1.0,3,3,5,2,0,16546560,2,2,55,1,0,1,2,2,2,1,3,2
6028497,19500,1,1.0,1,6532,6,5321927,2,5.0,1,1,2.0,1,1,2,1.0,1.0,1,1,1,3,0,16546814,1,2,42,1,0,1,1,2,4,1,3,3
6028497,19500,1,1.0,1,6532,6,5321927,2,5.0,1,1,2.0,1,1,2,1.0,1.0,1,1,1,3,0,16546815,2,1,42,1,0,1,1,2,4,1,1,3
6028497,19500,1,1.0,1,6532,6,5321927,2,5.0,1,1,2.0,1,1,2,1.0,1.0,1,1,1,3,0,16546816,3,1,6,1,0,1,1,1,2,2,0,3
6028652,19500,1,1.0,1,6532,6,5322085,1,4.0,1,1,1.0,1,1,1,1.0,1.0,2,2,1,2,0,16547353,1,2,87,1,0,1,1,2,2,2,3,2
6028652,19500,1,1.0,1,6532,6,5322085,1,4.0,1,1,1.0,1,1,1,1.0,1.0,2,2,1,2,0,16547354,3,1,44,1,0,1,2,2,2,1,1,2
6028119,19500,1,1.0,1,6532,6,5321547,1,4.0,1,1,1.0,1,1,1,1.0,1.0,3,6,6,4,0,16545640,1,1,36,1,0,1,1,1,4,2,1,4
6028119,19500,1,1.0,1,6532,6,5321547,1,4.0,1,1,1.0,1,1,1,1.0,1.0,3,6,6,4,0,16545641,2,2,38,1,0,1,1,2,4,1,3,4
6028119,19500,1,1.0,1,6532,6,5321547,1,4.0,1,1,1.0,1,1,1,1.0,1.0,3,6,6,4,0,16545642,3,1,11,1,0,1,1,1,2,2,0,4
6028119,19500,1,1.0,1,6532,6,5321547,1,4.0,1,1,1.0,1,1,1,1.0,1.0,3,6,6,4,0,16545643,3,2,6,1,0,1,1,1,2,2,0,4
6028166,19500,1,1.0,1,6532,6,5321596,1,3.0,1,1,1.0,1,1,1,1.0,1.0,3,6,1,2,0,16545775,1,1,58,1,0,1,1,2,4,1,1,2
6028166,19500,1,1.0,1,6532,6,5321596,1,3.0,1,1,1.0,1,1,1,1.0,1.0,3,6,1,2,0,16545776,2,2,52,1,0,1,1,2,6,1,1,2
6028173,19500,1,1.0,1,6532,6,5321603,1,2.0,1,1,1.0,1,1,1,1.0,2.0,1,2,3,3,0,16545795,1,1,27,1,0,1,1,2,6,2,1,3
6028173,19500,1,1.0,1,6532,6,5321603,1,2.0,1,1,1.0,1,1,1,1.0,2.0,1,2,3,3,0,16545796,2,2,23,1,0,1,1,2,4,2,1,3
6028173,19500,1,1.0,1,6532,6,5321603,1,2.0,1,1,1.0,1,1,1,1.0,2.0,1,2,3,3,0,16545797,3,2,2,1,0,2,0,0,0,0,0,3
6028280,19500,1,1.0,1,6532,6,5321700,1,4.0,1,1,1.0,1,1,2,1.0,1.0,3,5,3,5,0,16546070,1,1,40,1,0,1,1,2,4,1,1,5
6028280,19500,1,1.0,1,6532,6,5321700,1,4.0,1,1,1.0,1,1,2,1.0,1.0,3,5,3,5,0,16546071,2,2,42,1,0,1,1,2,4,2,1,5
6028280,19500,1,1.0,1,6532,6,5321700,1,4.0,1,1,1.0,1,1,2,1.0,1.0,3,5,3,5,0,16546072,3,1,23,1,0,1,1,1,7,2,3,5
6028280,19500,1,1.0,1,6532,6,5321700,1,4.0,1,1,1.0,1,1,2,1.0,1.0,3,5,3,5,0,16546073,3,1,20,1,0,1,1,2,5,2,1,5
6028280,19500,1,1.0,1,6532,6,5321700,1,4.0,1,1,1.0,1,1,2,1.0,1.0,3,5,3,5,0,16546074,3,1,15,1,0,1,1,1,5,2,3,5
6028337,19500,1,1.0,1,6532,6,5321756,1,4.0,1,1,1.0,1,1,1,1.0,1.0,3,4,1,8,0,16546257,1,1,62,1,0,1,2,2,2,1,1,8
6028337,19500,1,1.0,1,6532,6,5321756,1,4.0,1,1,1.0,1,1,1,1.0,1.0,3,4,1,8,0,16546258,2,2,57,1,0,1,2,2,4,1,1,8
6028337,19500,1,1.0,1,6532,6,5321756,1,4.0,1,1,1.0,1,1,1,1.0,1.0,3,4,1,8,0,16546259,3,2,34,1,0,1,1,2,4,1,3,8
6028337,19500,1,1.0,1,6532,6,5321756,1,4.0,1,1,1.0,1,1,1,1.0,1.0,3,4,1,8,0,16546260,4,1,35,1,0,1,1,2,4,1,1,8
6028337,19500,1,1.0,1,6532,6,5321756,1,4.0,1,1,1.0,1,1,1,1.0,1.0,3,4,1,8,0,16546261,5,1,12,1,0,1,1,1,2,2,0,8
6028337,19500,1,1.0,1,6532,6,5321756,1,4.0,1,1,1.0,1,1,1,1.0,1.0,3,4,1,8,0,16546262,5,1,12,1,0,1,1,1,2,2,0,8
6028337,19500,1,1.0,1,6532,6,5321756,1,4.0,1,1,1.0,1,1,1,1.0,1.0,3,4,1,8,0,16546263,5,1,6,1,0,1,1,1,2,2,0,8
6028337,19500,1,1.0,1,6532,6,5321756,1,4.0,1,1,1.0,1,1,1,1.0,1.0,3,4,1,8,0,16546264,5,2,0,1,0,2,0,0,0,0,0,8
6028481,19500,1,1.0,1,6532,6,5321910,1,2.0,1,1,1.0,1,1,1,1.0,1.0,2,4,1,3,0,16546741,1,1,32,1,0,1,1,2,4,2,1,3
6028481,19500,1,1.0,1,6532,6,5321910,1,2.0,1,1,1.0,1,1,1,1.0,1.0,2,4,1,3,0,16546742,2,2,25,1,0,1,1,2,7,2,1,3
6028481,19500,1,1.0,1,6532,6,5321910,1,2.0,1,1,1.0,1,1,1,1.0,1.0,2,4,1,3,0,16546743,3,2,4,1,0,2,1,1,1,0,0,3
6028490,19500,1,1.0,1,6532,6,5321920,1,2.0,1,1,1.0,1,1,1,1.0,1.0,2,3,1,2,0,16546787,1,1,54,1,0,1,1,2,2,2,1,2
6028490,19500,1,1.0,1,6532,6,5321920,1,2.0,1,1,1.0,1,1,1,1.0,1.0,2,3,1,2,0,16546788,3,1,20,1,0,1,1,2,5,1,1,2
6028516,19500,1,1.0,1,6532,6,5321945,1,2.0,1,1,1.0,1,1,1,1.0,1.0,2,4,1,2,0,16546884,1,2,37,1,0,1,1,1,4,2,1,2
6028516,19500,1,1.0,1,6532,6,5321945,1,2.0,1,1,1.0,1,1,1,1.0,1.0,2,4,1,2,0,16546885,3,2,2,1,0,2,0,0,0,0,0,2
6028540,19500,1,1.0,1,6532,6,5321970,1,5.0,1,1,1.0,1,1,1,1.0,1.0,3,4,1,4,0,16546950,1,1,25,1,0,1,1,2,4,1,1,4
6028540,19500,1,1.0,1,6532,6,5321970,1,5.0,1,1,1.0,1,1,1,1.0,1.0,3,4,1,4,0,16546951,2,2,24,1,0,1,1,2,3,1,3,4
6028540,19500,1,1.0,1,6532,6,5321970,1,5.0,1,1,1.0,1,1,1,1.0,1.0,3,4,1,4,0,16546952,3,1,3,1,0,2,2,1,1,0,0,4
6028540,19500,1,1.0,1,6532,6,5321970,1,5.0,1,1,1.0,1,1,1,1.0,1.0,3,4,1,4,0,16546953,6,2,51,1,0,1,2,2,2,1,1,4
6028547,19500,1,1.0,1,6532,6,5321978,1,1.0,1,1,1.0,1,1,1,1.0,1.0,3,4,6,1,0,16546997,1,1,35,1,0,1,2,2,2,1,1,1
6028556,19500,1,1.0,1,6532,6,5321990,1,1.0,1,1,1.0,1,1,1,1.0,1.0,2,2,3,2,0,16547046,1,1,32,1,0,1,1,2,2,1,1,2
6028556,19500,1,1.0,1,6532,6,5321990,1,1.0,1,1,1.0,1,1,1,1.0,1.0,2,2,3,2,0,16547047,2,2,28,1,0,1,1,2,4,1,1,2
6028673,19500,1,1.0,1,6532,6,5322108,1,5.0,1,1,1.0,1,1,1,1.0,1.0,3,5,1,3,0,16547430,1,2,63,1,0,1,2,2,2,1,3,3
6028673,19500,1,1.0,1,6532,6,5322108,1,5.0,1,1,1.0,1,1,1,1.0,1.0,3,5,1,3,0,16547431,3,1,30,1,0,1,2,2,2,1,1,3
6028673,19500,1,1.0,1,6532,6,5322108,1,5.0,1,1,1.0,1,1,1,1.0,1.0,3,5,1,3,0,16547432,3,1,28,1,0,1,1,1,4,2,1,3
6028675,19500,1,1.0,1,6532,6,5322111,1,5.0,1,1,1.0,1,1,1,2.0,1.0,3,5,4,2,0,16547445,1,1,21,1,0,1,2,2,3,2,1,2
6028675,19500,1,1.0,1,6532,6,5322111,1,5.0,1,1,1.0,1,1,1,2.0,1.0,3,5,4,2,0,16547446,2,2,16,1,0,1,2,2,3,2,3,2
6028121,19500,1,1.0,1,6532,6,5321550,1,4.0,1,1,1.0,1,1,1,1.0,1.0,2,3,1,2,0,16545648,1,1,57,1,0,1,2,2,2,1,3,2
6028121,19500,1,1.0,1,6532,6,5321550,1,4.0,1,1,1.0,1,1,1,1.0,1.0,2,3,1,2,0,16545649,2,2,51,1,0,1,2,2,6,1,3,2
6028152,19500,1,1.0,1,6532,6,5321581,1,4.0,1,1,1.0,1,1,1,1.0,1.0,2,3,3,5,0,16545726,1,1,43,1,0,1,1,2,4,2,1,5
6028152,19500,1,1.0,1,6532,6,5321581,1,4.0,1,1,1.0,1,1,1,1.0,1.0,2,3,3,5,0,16545727,2,2,31,1,0,1,1,2,4,2,3,5
